window_s,sigma_mult,max_hold_s,n,win_rate,mean_r,median_r,total_r,max_r,min_r,mean_mfe_r,mean_cost_r,median_hold_s,stop_rate,p_ge_1r,p_ge_2r,p_ge_3r,p_ge_5r,p_ge_10r,profit_factor,stratum
5,4.0,3600,3229,0.1492722205017033,-1.3471416691605067,-2.1551270607322826,-4349.920449719276,59.59819161919336,-14.778470374779944,5.409174328302184,1.5327327923218959,791.0,0.7203468566119542,0.11241870548157325,0.08113967172499226,0.06348714772375348,0.0387116754413131,0.01734283059770827,0.3442947983452865,align:with_trend
5,4.0,14400,3200,0.1165625,-1.1040207204580257,-2.2035967585503577,-3532.866305465682,84.89977494252655,-14.778470374779944,10.8412739538671,1.5355587129437098,765.0,0.8534375,0.1053125,0.09,0.0753125,0.0590625,0.0378125,0.5122682753392628,align:with_trend
5,4.0,86400,3095,0.041033925686591276,-0.5928270031135738,-2.251510317168858,-1834.799574636511,129.75542155482756,-14.778470374779944,29.181720924256833,1.5427449246806457,698.0,0.9583198707592891,0.039418416801292405,0.03877221324717286,0.03812600969305331,0.03683360258481422,0.03231017770597738,0.7631137198924405,align:with_trend
5,6.0,900,1074,0.15363128491620112,-1.581475481679248,-2.1036686399584905,-1698.5046673235124,32.754478225590965,-14.778470374779944,3.0129711395978536,1.7484963174590507,839.0,0.5121042830540037,0.09031657355679702,0.05865921787709497,0.04748603351955307,0.024208566108007448,0.0074487895716946,0.2101711653128675,align:with_trend
5,6.0,3600,1067,0.15182755388940955,-1.4492619498800479,-2.195620618648845,-1546.362500522011,59.59819161919336,-14.778470374779944,5.497573547387875,1.750107638733486,824.0,0.6954076850984068,0.11715089034676664,0.08528584817244611,0.06560449859418932,0.04029990627928772,0.020618556701030927,0.34563348936083826,align:with_trend
5,6.0,14400,1059,0.12936732766761094,-1.2714446763071972,-2.270627487012354,-1346.4599122093218,40.25392438789986,-14.778470374779944,9.505328612194864,1.7553233634574323,805.0,0.8281397544853636,0.10764872521246459,0.09442870632672333,0.0821529745042493,0.06326723323890462,0.03777148253068933,0.4726360190518914,align:with_trend
5,6.0,86400,1021,0.050930460333006855,-0.5548280832779587,-2.364396626361921,-566.4794730267959,125.50350338336176,-14.778470374779944,24.873150328162513,1.7630828391207567,733.0,0.9480901077375122,0.047992164544564155,0.04701273261508325,0.04603330068560235,0.04505386875612145,0.04211557296767875,0.7939094502848392,align:with_trend
10,4.0,900,2000,0.193,-1.1627606185081658,-1.8437345121498945,-2325.5212370163317,34.84257695655881,-13.036819921842676,3.1789652897120826,1.5198006127891621,900.0,0.488,0.12,0.078,0.055,0.0315,0.011,0.3215662260518689,align:with_trend
10,4.0,3600,1987,0.17614494212380474,-1.153242298374645,-2.1326680546319747,-2291.49244687042,59.59819161919336,-13.036819921842676,5.809455823056945,1.5216697938746013,952.0,0.7010568696527428,0.13789632611977856,0.10065425264217413,0.07750377453447409,0.04932058379466533,0.019124308002013084,0.4214117523612,align:with_trend
10,4.0,14400,1965,0.13027989821882952,-0.9375554775088141,-2.1911150787826954,-1842.2965133048197,80.0671629251131,-13.036819921842676,11.034465518625893,1.5239916059168301,928.0,0.8402035623409669,0.11501272264631043,0.10127226463104326,0.08753180661577609,0.06615776081424936,0.04071246819338423,0.5787313359934425,align:with_trend
10,4.0,86400,1901,0.05049973698053656,-0.33694327438764227,-2.2430402122718096,-640.529164610908,129.75542155482756,-13.036819921842676,29.71757503653423,1.527760969085633,831.0,0.9484481851657023,0.047869542346133616,0.04734350341925302,0.04681746449237244,0.04523934771173067,0.04050499736980537,0.8637864789852273,align:with_trend
10,6.0,900,591,0.22504230118443316,-1.1358475708712032,-1.5571665661413012,-671.2859143848812,19.12572947158591,-12.580970701942713,3.2483770003853927,1.6159580035040007,900.0,0.4179357021996616,0.1404399323181049,0.08967851099830795,0.06260575296108291,0.030456852791878174,0.00676818950930626,0.33276278144132704,align:with_trend
10,6.0,3600,588,0.2108843537414966,-1.1457475929386782,-2.129539526246388,-673.6995846479429,32.00464528152296,-12.580970701942713,5.506362623208046,1.620317051487998,1344.5,0.6649659863945578,0.1598639455782313,0.11734693877551021,0.09013605442176871,0.05612244897959184,0.01870748299319728,0.4281085149825662,align:with_trend
10,6.0,14400,582,0.17525773195876287,-0.6745386388821702,-2.193937447484852,-392.58148782942305,38.2159260868741,-12.580970701942713,9.757691419908538,1.6257291447450133,1322.5,0.7938144329896907,0.15463917525773196,0.14261168384879724,0.11855670103092783,0.08762886597938144,0.05326460481099656,0.6952704666690888,align:with_trend
10,6.0,86400,560,0.07678571428571429,0.10077126735810177,-2.279097668980115,56.43190972053699,126.87197648714515,-12.580970701942713,21.985879167780826,1.6199510730890434,1188.0,0.9196428571428571,0.07321428571428572,0.07321428571428572,0.07321428571428572,0.06785714285714285,0.0625,1.0402207104984191,align:with_trend
3,4.0,900,1019,0.12168792934249265,-1.4630889337542556,-1.988802981462749,-1490.8876234955865,15.690621412740608,-7.463253303660872,1.5988771435149678,1.3416839748050284,900.0,0.492639842983317,0.05299313052011776,0.021589793915603533,0.013738959764474975,0.0068694798822374874,0.0009813542688910696,0.10914836285921915,align_x_vol:counter_trend|unknown
3,4.0,3600,1019,0.16879293424926398,-1.4181393845044878,-2.126292695404311,-1445.084032810073,13.922371748713157,-7.463253303660872,3.191253498773891,1.3416839748050284,941.0,0.704612365063788,0.11874386653581943,0.07948969578017664,0.04906771344455348,0.020608439646712464,0.002944062806673209,0.23098791466090351,align_x_vol:counter_trend|unknown
3,4.0,14400,1019,0.11678115799803729,-1.3144060045144925,-2.17220173506493,-1339.3797186002678,37.354299968721946,-7.463253303660872,7.294284735726852,1.3416839748050284,941.0,0.8469087340529932,0.07850834151128558,0.06869479882237488,0.05789990186457311,0.04612365063788027,0.038272816486751716,0.3716640244119741,align_x_vol:counter_trend|unknown
3,4.0,86400,1019,0.052011776251226695,-0.27194225352026025,-2.1880319599006537,-277.1091563371452,184.0942047526187,-7.463253303660872,28.46412884033537,1.3416839748050284,941.0,0.9479882237487733,0.052011776251226695,0.052011776251226695,0.052011776251226695,0.052011776251226695,0.045142296368989206,0.8817112594455827,align_x_vol:counter_trend|unknown
3,6.0,900,322,0.12422360248447205,-1.5407554659448093,-1.5530098230000102,-496.12326003422857,6.915596496138638,-7.513776799106795,1.4453677226986297,1.4616299458270272,900.0,0.4192546583850932,0.040372670807453416,0.009316770186335404,0.003105590062111801,0.003105590062111801,0.0,0.06939076552960088,align_x_vol:counter_trend|unknown
3,6.0,3600,322,0.17391304347826086,-1.4671645597654042,-2.126886759137106,-472.4269882444602,13.922371748713157,-7.513776799106795,2.7784438990538596,1.4616299458270272,1332.5,0.65527950310559,0.10248447204968944,0.06832298136645963,0.049689440993788817,0.021739130434782608,0.003105590062111801,0.215735519372715,align_x_vol:counter_trend|unknown
3,6.0,14400,322,0.12422360248447205,-1.3721816912103795,-2.190198944240751,-441.8425045697422,30.361382624458127,-7.513776799106795,6.560611075419976,1.4616299458270272,1332.5,0.8136645962732919,0.06832298136645963,0.06832298136645963,0.059006211180124224,0.040372670807453416,0.031055900621118012,0.3545408834968214,align_x_vol:counter_trend|unknown
3,6.0,86400,322,0.06521739130434782,-0.2816348370868556,-2.202696054891219,-90.6864175419675,89.2134107245736,-7.513776799106795,24.10708873051186,1.4616299458270272,1332.5,0.9347826086956522,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.052795031055900624,0.8805028014560514,align_x_vol:counter_trend|unknown
5,4.0,900,687,0.12954876273653565,-1.5082032110654462,-2.049348361762995,-1036.1356060019616,15.690621412740608,-7.463253303660872,1.6601962104285044,1.4025963407204018,900.0,0.4978165938864629,0.048034934497816595,0.02911208151382824,0.01455604075691412,0.004366812227074236,0.001455604075691412,0.10505770705981168,align_x_vol:counter_trend|unknown
5,4.0,3600,687,0.1703056768558952,-1.4344882009837105,-2.1432310808302595,-985.4933940758092,14.148240075656519,-7.463253303660872,3.2215937145044866,1.4025963407204018,928.0,0.7045123726346434,0.11353711790393013,0.07132459970887918,0.049490538573508006,0.023289665211062592,0.00727802037845706,0.24038775303949897,align_x_vol:counter_trend|unknown
5,4.0,14400,687,0.11499272197962154,-1.4344586827248893,-2.1919441826036508,-985.473115031999,33.59008245129598,-7.463253303660872,6.974050356794715,1.4025963407204018,928.0,0.8500727802037845,0.06986899563318777,0.06259097525473072,0.049490538573508006,0.033478893740902474,0.03056768558951965,0.332314664842353,align_x_vol:counter_trend|unknown
5,4.0,86400,687,0.049490538573508006,-0.9636082398471449,-2.2219490198975578,-661.9988607749885,89.2134107245736,-7.463253303660872,24.46856109884359,1.4025963407204018,928.0,0.950509461426492,0.049490538573508006,0.049490538573508006,0.049490538573508006,0.046579330422125184,0.036390101892285295,0.5911445589645242,align_x_vol:counter_trend|unknown
5,6.0,900,192,0.140625,-1.5947256002015473,-1.6738895935626612,-306.18731523869707,4.945682692242161,-7.463253303660872,1.5121260760576452,1.5326863469769896,900.0,0.4479166666666667,0.046875,0.005208333333333333,0.005208333333333333,0.0,0.0,0.07241656156384293,align_x_vol:counter_trend|unknown
